titles,links
UNTANGLING THE COMPONENTS OF PHENOTYPIC PLASTICITY IN NONLINEAR REACTION NORMS OF DROSOPHILA MEDIOPUNCTATA PIGMENTATION,http://biorxiv.org/content/early/2016/08/25/070599
Inference of the distribution of selection coefficients for new nonsynonymous mutations using large samples,http://biorxiv.org/content/early/2016/08/25/071431
The impact of chromatin dynamics on Cas9-mediated genome editing in human cells,http://biorxiv.org/content/early/2016/08/25/071464
Newborn chicks show inherited variability in early social predispositions for hen-like stimuli,http://biorxiv.org/content/early/2016/08/24/071456
Modeling time-series data from microbial communities,http://biorxiv.org/content/early/2016/08/24/071449
Identification of Klebsiella capsule synthesis loci from whole genome data,http://biorxiv.org/content/early/2016/08/24/071415
Numerical Analysis of the Immersed Boundary Method for Cell-Based Simulation,http://biorxiv.org/content/early/2016/08/24/071423
"Representational models: A common framework for understanding encoding, pattern-component, and representational-similarity analysis",http://biorxiv.org/content/early/2016/08/24/071472
3-5 Hz membrane potential oscillations decrease the gain of neurons in visual cortex,http://biorxiv.org/content/early/2016/08/24/069252
Unlocked capacity of proteins to attack membranes characteristic of aggregation: the evil for diseases and aging from Pandora's box,http://biorxiv.org/content/early/2016/08/24/071274
Deciphering the tissue specificity of the protein secretory pathway in humans,http://biorxiv.org/content/early/2016/08/24/070870
Canu: scalable and accurate long-read assembly via adaptive k-mer weighting and repeat separation,http://biorxiv.org/content/early/2016/08/24/071282
Heme concentration-dependently modulates the production of specific antibodies in murine,http://biorxiv.org/content/early/2016/08/24/071316
Micro-C XL: assaying chromosome conformation at length scales from the nucleosome to the entire genome,http://biorxiv.org/content/early/2016/08/24/071357
Estimating time to the common ancestor for a beneficial allele,http://biorxiv.org/content/early/2016/08/24/071241
HLA-MA: Simple yet powerful matching of samples using HLA typing results,http://biorxiv.org/content/early/2016/08/24/066548
Closing the loop: tracking and perturbing behaviour of individuals in a group in real-time,http://biorxiv.org/content/early/2016/08/24/071308
FICD acts bi-functionally to AMPylate and de-AMPylate the endoplasmic reticulum chaperone BiP,http://biorxiv.org/content/early/2016/08/24/071332
"Inference of direction, diversity, and frequency of HIV-1 transmission using approximate Bayesian computation",http://biorxiv.org/content/early/2016/08/24/071050
Using approximate Bayesian computation to quantify cell-cell adhesion parameters in a cell migratory process,http://biorxiv.org/content/early/2016/08/24/068791
"What is the link between stringent response, endoribonuclease encoding Type II Toxin-Antitoxin systems and persistence?",http://biorxiv.org/content/early/2016/08/24/069831
Wild-type U2AF1 antagonizes the splicing program characteristic of U2AF1-mutant tumors and is required for cell survival,http://biorxiv.org/content/early/2016/08/24/048553
Molecular Counting with Localization Microscopy: A Redundant Labeling Approach,http://biorxiv.org/content/early/2016/08/23/071191
"Edlib: A C/C++ library for fast, exact sequence alignment using edit distance",http://biorxiv.org/content/early/2016/08/23/070649
Effects of plant evolution on nutrient cycling couple aboveground and belowground processes,http://biorxiv.org/content/early/2016/08/23/071126
"Ohana, a tool set for population genetic analyses of admixture components",http://biorxiv.org/content/early/2016/08/23/071233
Further confirmation for unknown archaic ancestry in Andaman and South Asia.,http://biorxiv.org/content/early/2016/08/23/071175
Determining the factors driving selective effects of new nonsynonymous mutations,http://biorxiv.org/content/early/2016/08/23/071209
Dynamic updating of hippocampal object representations reflects new conceptual knowledge,http://biorxiv.org/content/early/2016/08/23/071118
Growth Factors do not regulate Golgi Complex-to-ER relocation of GalNAc-Ts in HeLa cells,http://biorxiv.org/content/early/2016/08/23/071225
"DNA damage is a major cause of sequencing errors, directly confounding variant identification.",http://biorxiv.org/content/early/2016/08/23/070334
"The population tracking model: A simple, scalable statistical model for neural population data",http://biorxiv.org/content/early/2016/08/23/064717
Ordinary Differential Equations in Cancer Biology,http://biorxiv.org/content/early/2016/08/23/071134
Prototyping of Bacillus megaterium genetic elements through automated cell-free characterization and Bayesian modelling,http://biorxiv.org/content/early/2016/08/23/071100
Molecular signatures associated with ZIKV exposure in human cortical neural progenitors,http://biorxiv.org/content/early/2016/08/23/071183
Machine learning as a tool for predicting insincere effort in power grips,http://biorxiv.org/content/early/2016/08/23/068494
PAPC couples the Segmentation Clock to somite morphogenesis by regulating N-cadherin dependent adhesion,http://biorxiv.org/content/early/2016/08/23/071084
Inferring physiological energetics of loggerhead turtle (Caretta caretta) from existing data using a general metabolic theory,http://biorxiv.org/content/early/2016/08/23/070987
Simulations of biomass dynamics in community food webs,http://biorxiv.org/content/early/2016/08/23/070946
Using null models to infer microbial co-occurrence networks,http://biorxiv.org/content/early/2016/08/23/070789
hdnom: Building Nomograms for Penalized Cox Models with High-Dimensional Survival Data,http://biorxiv.org/content/early/2016/08/23/065524
Scalable genomics: from raw data to aligned reads on Apache YARN,http://biorxiv.org/content/early/2016/08/23/071092
ResistoMap - online visualization of human gut microbiota antibiotic resistome,http://biorxiv.org/content/early/2016/08/23/070714
Signatures of archaic adaptive introgression in present-day human populations,http://biorxiv.org/content/early/2016/08/23/045237
Population genetic history and polygenic risk biases in 1000 Genomes populations,http://biorxiv.org/content/early/2016/08/23/070797
High-resolution DNA accessibility profiles increase the discovery and interpretability of genetic associations,http://biorxiv.org/content/early/2016/08/23/070268
Genetically targeted 3D visualisation of Drosophila neurons under Electron Microscopy and X-Ray Microscopy using miniSOG,http://biorxiv.org/content/early/2016/08/22/070755
Subcortical volume and white matter integrity abnormalities in major depressive disorder: findings from UK Biobank (N=4446),http://biorxiv.org/content/early/2016/08/22/070912
Protein Collapse is Encoded in the Folded State Architecture,http://biorxiv.org/content/early/2016/08/22/070920
Rhythmic entrainment source separation: Optimizing analyses of neural responses to rhythmic sensory stimulation,http://biorxiv.org/content/early/2016/08/22/070862
Empirical validation of directed functional connectivity,http://biorxiv.org/content/early/2016/08/22/070979
Prevalence of Congenital Amusia,http://biorxiv.org/content/early/2016/08/22/070961
Population dynamics of Arabis alpina in the French Alps: evidence for demographic compensation?,http://biorxiv.org/content/early/2016/08/22/070847
Influence of cognitive control on semantic representation,http://biorxiv.org/content/early/2016/08/22/067553
"Thousands of primer-free, high-quality, full-length SSU rRNA sequences from all domains of life",http://biorxiv.org/content/early/2016/08/22/070771
SNP analysis implicates the role of cytosine methylation in introducing consequential mutations in Vibrio cholerae genomes.,http://biorxiv.org/content/early/2016/08/22/070839
A genome-wide haplotype association analysis of major depressive disorder identifies two genome-wide significant haplotypes,http://biorxiv.org/content/early/2016/08/22/068643
OrchID: a Generalized Framework for Taxonomic Classification of Images Using Evolved Artificial Neural Networks,http://biorxiv.org/content/early/2016/08/22/070904
Opponent surrounds explain diversity of contextual phenomena across visual modalities,http://biorxiv.org/content/early/2016/08/22/070821
ChimPipe: Accurate detection of fusion genes and transcription-induced chimeras from RNA-seq data,http://biorxiv.org/content/early/2016/08/22/070888
Information theory and the phenotypic complexity of evolutionary adaptations and innovations,http://biorxiv.org/content/early/2016/08/22/070854
Neuronal control of the fingertips is socially configured in touchscreen smartphone users,http://biorxiv.org/content/early/2016/08/22/064485
The evolution of DNA methylation and its relationship to sociality in insects,http://biorxiv.org/content/early/2016/08/22/062455
Inbreeding parents should invest more resources in fewer offspring,http://biorxiv.org/content/early/2016/08/22/062794
Humans do not evidence choice biases in simple discrimination tasks,http://biorxiv.org/content/early/2016/08/22/062380
Towards an integration of deep learning and neuroscience,http://biorxiv.org/content/early/2016/08/22/058545
Stochastic simulation tools and continuum models for describing two-dimensional collective cell spreading with universal growth functions,http://biorxiv.org/content/early/2016/08/22/052969
Effects of linked selective sweeps on demographic inference and model selection,http://biorxiv.org/content/early/2016/08/22/047019
Multi-Connection Pattern Analysis: Decoding the Representational Content of Neural Communication,http://biorxiv.org/content/early/2016/08/22/046441
Genetic correlations among brain-behavioral and immune-related phenotypes based on genome-wide association data.,http://biorxiv.org/content/early/2016/08/21/070730
Elevated serum adenosine deaminase levels in neuroleptic-naive patients with recent-onset schizophrenia,http://biorxiv.org/content/early/2016/08/21/070748
Strigolactone regulates shoot development through a core signalling pathway,http://biorxiv.org/content/early/2016/08/21/070763
Cholesterol activates the G-protein coupled receptor Smoothened to promote morphogenetic signaling,http://biorxiv.org/content/early/2016/08/21/070623
A framework to assess the contribution of bioaerosols to the outcome of meteorological contexts favorable for rainfall,http://biorxiv.org/content/early/2016/08/21/070532
Genome-wide prediction of microRNAs in Zika virus genomes reveals possible interactions with human genes involved in the nervous system development,http://biorxiv.org/content/early/2016/08/21/070656
Intrinsic functional connectivity resembles cortical architecture at various levels of isoflurane anesthesia,http://biorxiv.org/content/early/2016/08/21/070524
